Gene ID	Gene Symbol	Gene Biotype	Gene Description	Gene Chromosome	Gene Start	Gene Stop	Gene Strand	Scr_1	Scr_2	Scr_3	ASO_1	ASO_2	ASO_3
ENSG00000153904	DDAH1	protein_coding	N(G)	chr1	85318481	85578363	-	443	416	456	487	478	381
ENSG00000199130	MIR365A	miRNA		chr16	14309285	14309371	+	2	1	0	0	0	3
ENSG00000202360	RN7SKP249	misc_RNA		chr8	101137959	101138313	+	3	0	2	2	2	7
ENSG00000227799	CDPF1P1	processed_pseudogene		chr2	55224280	55225908	+	2	3	0	1	1	0
ENSG00000196368	NUDT11	protein_coding	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	chrX	51490011	51496592	-	14	9	14	10	5	12
ENSG00000250796	ENSG00000250796	processed_pseudogene		chr3	128869624	128870026	+	3	2	1	0	1	1
ENSG00000250472	TRIM36-IT1	lncRNA		chr5	115148764	115149644	-	3	0	1	1	0	0
ENSG00000122585	NPY	protein_coding	Pro-neuropeptide Y	chr7	24284188	24291862	+	0	0	0	6	6	5
ENSG00000152049	KCNE4	protein_coding	Potassium voltage-gated channel subfamily E member 4	chr2	223052190	223198399	+	95	158	172	99	148	360
ENSG00000124299	PEPD	protein_coding	Xaa-Pro dipeptidase	chr19	33386950	33521823	-	441	331	546	477	388	660
ENSG00000260488	ENSG00000260488	lncRNA		chr16	11976851	11977850	-	2	0	0	1	1	5
ENSG00000171865	RNASEH1	protein_coding	Ribonuclease H1	chr2	3541430	3558333	-	263	218	221	234	213	155
ENSG00000266649	MIR3126	miRNA		chr2	69103682	69103755	+	3	4	0	3	8	3
ENSG00000165891	E2F7	protein_coding	Transcription factor E2F7	chr12	77021248	77065569	-	127	220	115	80	62	50
ENSG00000132466	ANKRD17	protein_coding	Ankyrin repeat domain-containing protein 17	chr4	73073376	73258798	-	1608	1615	1659	1745	1830	1492
ENSG00000272447	ENSG00000272447	lncRNA		chr10	79825902	79827602	+	7	5	13	11	11	9
ENSG00000105379	ETFB	protein_coding	Electron transfer flavoprotein subunit beta	chr19	51345169	51366388	-	143	142	161	155	147	176
ENSG00000230914	KIF19BP	transcribed_unitary_pseudogene		chr7	2383698	2388652	+	4	0	1	2	3	4
ENSG00000176171	BNIP3	protein_coding	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	chr10	131967684	131981967	-	343	416	387	324	347	381
ENSG00000235159	LINC02939	lncRNA		chr22	46067356	46069891	-	0	1	4	3	3	1
ENSG00000156959	LHFPL4	protein_coding	LHFPL tetraspan subfamily member 4 protein	chr3	9498361	9553822	-	8	2	18	1	2	8
ENSG00000211892	IGHG4	IG_C_gene	Immunoglobulin heavy constant gamma 4	chr14	105620506	105626066	-	22	25	29	45	37	48
ENSG00000127334	DYRK2	protein_coding	Dual specificity tyrosine-phosphorylation-regulated kinase 2	chr12	67648338	67665406	+	413	469	399	493	491	335
ENSG00000279235	ENSG00000279235	TEC		chr15	78906127	78906809	+	19	22	5	16	14	7
ENSG00000164292	RHOBTB3	protein_coding	Rho-related BTB domain-containing protein 3	chr5	95713522	95824383	+	573	585	460	603	646	463
ENSG00000226642	ACTG1P12	processed_pseudogene		chr3	12070195	12071360	+	7	7	5	3	2	7
ENSG00000176102	CSTF3	protein_coding	Cleavage stimulation factor subunit 3	chr11	33077188	33162371	-	226	262	175	244	267	96
ENSG00000169592	INO80E	protein_coding	INO80 complex subunit E	chr16	29995715	30005793	+	227	206	245	236	244	299
ENSG00000168216	LMBRD1	protein_coding	Lysosomal cobalamin transport escort protein LMBD1	chr6	69672757	69867236	-	190	275	141	245	314	105
ENSG00000131044	TTLL9	protein_coding	Probable tubulin polyglutamylase TTLL9	chr20	31870634	31945000	+	31	70	32	18	15	30
ENSG00000253554	LINC01414	lncRNA		chr8	63687179	64369176	-	1	1	2	2	1	4
ENSG00000215156	ENSG00000215156	processed_pseudogene		chr5	34190056	34193653	+	0	3	0	2	0	1
ENSG00000105254	TBCB	protein_coding	Tubulin-folding cofactor B	chr19	36114289	36125947	+	170	151	206	181	142	184
ENSG00000129990	SYT5	protein_coding	Synaptotagmin-5	chr19	55171196	55180289	-	2	4	6	1	1	0
ENSG00000233806	LINC01237	lncRNA		chr2	241881363	242078722	+	16	18	17	5	5	7
ENSG00000148943	LIN7C	protein_coding	Protein lin-7 homolog C	chr11	27494418	27506769	-	179	248	109	124	184	63
ENSG00000228251	ENSG00000228251	lncRNA		chr2	112590796	112591939	+	3	9	7	10	7	5
ENSG00000270277	ENSG00000270277	lncRNA		chr2	178548884	178550681	+	24	27	10	22	28	12
ENSG00000174243	DDX23	protein_coding	Probable ATP-dependent RNA helicase DDX23	chr12	48829756	48852842	-	829	706	1008	799	779	1084
ENSG00000135100	HNF1A	protein_coding	Hepatocyte nuclear factor 1-alpha	chr12	120978543	121002512	+	3	5	4	2	0	3
ENSG00000189014	SHLD2P3	unprocessed_pseudogene		chr10	47689707	47730436	+	0	3	0	2	1	0
ENSG00000160781	PAQR6	protein_coding	Membrane progestin receptor delta	chr1	156243320	156248117	-	10	7	8	10	13	43
ENSG00000162511	LAPTM5	protein_coding	Lysosomal-associated transmembrane protein 5	chr1	30732469	30757774	-	718	637	811	606	525	506
ENSG00000143224	PPOX	protein_coding	Protoporphyrinogen oxidase	chr1	161166056	161178013	+	35	52	60	33	37	78
ENSG00000234832	NXT1-AS1	lncRNA		chr20	23346941	23351486	-	3	2	1	0	1	4
ENSG00000163719	MTMR14	protein_coding	Myotubularin-related protein 14	chr3	9649433	9702393	+	564	417	727	476	463	821
ENSG00000277494	GPIHBP1	protein_coding	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1	chr8	143213218	143217170	+	3	2	1	58	31	54
ENSG00000269826	ENSG00000269826	lncRNA		chr16	86347387	86349611	+	22	1	13	4	1	15
ENSG00000213809	KLRK1	protein_coding	NKG2-D type II integral membrane protein	chr12	10372353	10391874	-	3	3	1	1	0	0
ENSG00000225267	RPL8P2	processed_pseudogene		chr21	30263380	30263881	-	0	2	2	1	0	1
ENSG00000253475	ENSG00000253475	lncRNA		chr8	51895957	51896374	-	3	6	1	9	7	4
ENSG00000223273	RN7SKP172	misc_RNA		chr12	76315751	76316048	+	7	0	6	1	1	0
ENSG00000111490	TBC1D30	protein_coding	TBC1 domain family member 30	chr12	64759484	64881033	+	58	32	55	50	41	73
ENSG00000170956	CEACAM3	protein_coding	Carcinoembryonic antigen-related cell adhesion molecule 3	chr19	41796587	41811554	+	5	5	1	2	0	4
ENSG00000216854	RPL17P26	processed_pseudogene		chr6	56871191	56871743	+	3	0	0	0	1	0
ENSG00000226125	LINC01907	lncRNA		chr2	230690065	230700529	-	3	1	0	2	2	0
ENSG00000121236	TRIM6	protein_coding	Tripartite motif-containing protein 6	chr11	5596109	5612958	+	29	23	17	14	13	9
ENSG00000272888	CHASERR	lncRNA		chr15	92819540	92899701	+	263	378	269	400	503	276
ENSG00000166828	SCNN1G	protein_coding	Amiloride-sensitive sodium channel subunit gamma	chr16	23182745	23216883	+	44	104	42	262	333	362
ENSG00000143256	PFDN2	protein_coding	Prefoldin subunit 2	chr1	161100556	161118055	-	214	188	260	188	205	198
ENSG00000285844	KCNQ5-DT	lncRNA		chr6	72614386	72622073	-	3	1	0	0	0	0
ENSG00000239964	RN7SL748P	misc_RNA		chr6	36522191	36522501	+	2	3	6	4	2	8
ENSG00000111554	MDM1	protein_coding	Nuclear protein MDM1	chr12	68272443	68332381	-	81	134	53	95	126	35
ENSG00000243650	RN7SL834P	misc_RNA		chr2	230507101	230507386	+	17	36	20	34	35	11
ENSG00000279349	ENSG00000279349	TEC		chr3	112525548	112528142	-	3	7	7	3	9	3
ENSG00000223904	HMGB1P12	processed_pseudogene		chrX	111434427	111435024	+	3	2	0	2	2	1
ENSG00000085982	USP40	protein_coding	Ubiquitin carboxyl-terminal hydrolase 40	chr2	233475526	233566782	-	377	385	312	516	478	289
ENSG00000252906	SCARNA3	scaRNA		chr1	175968398	175968540	-	7	9	6	9	8	13
ENSG00000134321	RSAD2	protein_coding	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2	chr2	6865557	6898239	+	154	155	149	100	133	88
ENSG00000287200	ENSG00000287200	lncRNA		chr12	57457596	57462818	-	9	4	14	7	8	19
ENSG00000133083	DCLK1	protein_coding	Serine/threonine-protein kinase DCLK1	chr13	35768652	36131382	-	55	95	58	168	143	73
ENSG00000231105	ECE1-AS1	lncRNA		chr1	21293290	21299874	+	0	3	2	2	1	3
ENSG00000156642	NPTN	protein_coding	Neuroplastin	chr15	73560014	73634134	-	552	542	602	482	464	505
ENSG00000108950	FAM20A	protein_coding	Pseudokinase FAM20A	chr17	68535113	68601367	-	342	214	331	550	497	971
ENSG00000152556	PFKM	protein_coding	ATP-dependent 6-phosphofructokinase	chr12	48105139	48146404	+	332	308	430	333	285	506
ENSG00000100294	MCAT	protein_coding	Malonyl-CoA-acyl carrier protein transacylase	chr22	43132209	43143398	-	46	47	78	59	46	106
ENSG00000173933	RBM4	protein_coding	RNA-binding protein 4	chr11	66638667	66668374	+	201	229	142	198	200	167
ENSG00000271976	ENSG00000271976	lncRNA		chr3	53858994	53861576	-	10	26	12	27	21	7
ENSG00000179750	APOBEC3B	protein_coding	DNA dC->dU-editing enzyme APOBEC-3B	chr22	38982347	38992804	+	18	17	20	16	20	22
ENSG00000080007	DDX43	protein_coding	Probable ATP-dependent RNA helicase DDX43	chr6	73394828	73417566	+	83	89	37	49	59	16
ENSG00000248521	ENSG00000248521	processed_pseudogene		chr4	150422645	150423642	-	11	9	12	13	10	9
ENSG00000272758	WDR5B-DT	lncRNA		chr3	122416200	122443180	+	17	32	10	13	29	9
ENSG00000236829	ENSG00000236829	transcribed_processed_pseudogene		chr16	382097	392960	+	23	14	20	24	14	19
ENSG00000189221	MAOA	protein_coding	Amine oxidase [flavin-containing] A	chrX	43654907	43746817	+	300	300	303	482	525	438
ENSG00000112981	NME5	protein_coding	Nucleoside diphosphate kinase homolog 5	chr5	138115175	138139443	-	13	29	8	11	12	5
ENSG00000253490	LINC02099	lncRNA		chr8	29748309	29798492	+	1	1	0	3	2	7
ENSG00000131747	TOP2A	protein_coding	DNA topoisomerase 2-alpha	chr17	40388525	40417896	-	406	368	187	286	321	89
ENSG00000137574	TGS1	protein_coding	Trimethylguanosine synthase	chr8	55773446	55826445	+	234	218	168	229	269	93
ENSG00000130702	LAMA5	protein_coding	Laminin subunit alpha-5	chr20	62307955	62367312	-	910	698	1268	990	860	3094
ENSG00000231881	ENSG00000231881	lncRNA		chr6	44058792	44089288	+	17	8	12	5	11	40
ENSG00000268047	ENSG00000268047	lncRNA		chr19	49852887	49854967	-	3	1	0	1	1	0
ENSG00000240435	RPS12P27	processed_pseudogene		chr16	68209442	68209778	+	31	44	29	61	54	32
ENSG00000238835	SCARNA18	snoRNA		chr5	83064204	83064337	-	3	4	4	3	5	9
ENSG00000249628	LINC00942	lncRNA		chr12	1500525	1504424	+	8	10	13	3	7	11
ENSG00000177868	SVBP	protein_coding	Small vasohibin-binding protein	chr1	42807052	42817397	-	51	48	46	60	61	32
ENSG00000225855	RUSC1-AS1	lncRNA	Putative uncharacterized protein RUSC1-AS1	chr1	155316863	155324176	-	22	19	24	12	13	35
ENSG00000110108	TMEM109	protein_coding	Voltage-gated monoatomic cation channel TMEM109	chr11	60914158	60923443	+	333	277	448	332	297	560
ENSG00000290395	ENSG00000290395	lncRNA		chr17	30600796	30615980	+	3	3	7	3	1	3
ENSG00000124587	PEX6	protein_coding	Peroxisomal ATPase PEX6	chr6	42963865	42979181	-	154	139	219	156	159	416
ENSG00000075089	ACTR6	protein_coding	Actin-related protein 6	chr12	100199122	100241865	+	57	88	29	57	74	13
ENSG00000201684	RN7SKP239	misc_RNA		chr11	67362414	67362708	+	5	2	4	3	2	5
ENSG00000173166	RAPH1	protein_coding	Ras-associated and pleckstrin homology domains-containing protein 1	chr2	203394345	203535335	-	1192	1086	1007	1249	1221	991
ENSG00000277959	ENSG00000277959	lncRNA		chr10	131971202	131971533	+	9	8	7	9	9	1
ENSG00000108559	NUP88	protein_coding	Nuclear pore complex protein Nup88	chr17	5359668	5420164	-	283	279	244	321	335	197
ENSG00000213203	GIMAP1	protein_coding	GTPase IMAP family member 1	chr7	150716606	150724284	+	68	57	58	108	131	75
ENSG00000260182	ENSG00000260182	lncRNA		chr16	1257339	1258074	+	3	2	6	0	0	5
ENSG00000211879	TRAJ10	TR_J_gene	Possible J 10 gene	chr14	22533497	22533560	+	1	2	0	0	2	0
ENSG00000171234	UGT2B7	protein_coding	UDP-glucuronosyltransferase 2B7	chr4	69051363	69112987	+	5	1	2	7	14	7
ENSG00000289378	ENSG00000289378	lncRNA		chr19	33175824	33176926	-	13	11	16	10	11	15
ENSG00000169760	NLGN1	protein_coding	Neuroligin-1	chr3	173396284	174294372	+	16	7	17	16	19	4
ENSG00000228696	ARL17B	protein_coding	ADP-ribosylation factor-like protein 17	chr17	46274784	46361766	-	13	9	6	89	102	58
ENSG00000288543	ENSG00000288543	lncRNA		chr1	77067920	77078482	+	3	4	1	6	13	9
ENSG00000158615	PPP1R15B	protein_coding	Protein phosphatase 1 regulatory subunit 15B	chr1	204396492	204411887	-	969	669	845	673	719	944
ENSG00000235770	LINC00607	lncRNA		chr2	215611563	215848954	-	25	21	11	9	10	5
ENSG00000246084	LINC02325	lncRNA		chr14	97427071	97582146	+	2	8	1	4	2	1
ENSG00000114113	RBP2	protein_coding	Lysine-specific demethylase 5A	chr3	139452884	139480747	-	2	2	1	3	0	3
ENSG00000269837	IPO5P1	transcribed_processed_pseudogene		chr19	23255053	23257939	-	39	28	35	34	31	47
ENSG00000140600	SH3GL3	protein_coding	Endophilin-A3	chr15	83447228	83618743	+	11	12	5	16	19	1
ENSG00000240577	RN7SL445P	misc_RNA		chr10	5631463	5631755	+	1	0	2	1	0	3
ENSG00000125871	MGME1	protein_coding	Mitochondrial genome maintenance exonuclease 1	chr20	17969018	17991122	+	133	114	95	124	149	78
ENSG00000235808	MYL6P2	processed_pseudogene		chr21	39488327	39488760	+	4	7	10	3	3	8
ENSG00000138439	FAM117B	protein_coding	Protein FAM117B	chr2	202634969	202769757	+	126	136	147	170	202	209
ENSG00000239821	RN7SL513P	misc_RNA		chr19	18333276	18333573	+	5	1	5	2	5	5
ENSG00000140839	CLEC18B	protein_coding	C-type lectin domain family 18 member B	chr16	74408631	74421478	-	3	1	2	1	1	1
ENSG00000142149	HUNK	protein_coding	Hormonally up-regulated neu tumor-associated kinase	chr21	31873020	32044633	+	60	42	47	40	29	30
ENSG00000229951	FOSL2-AS1	lncRNA		chr2	28384409	28394680	-	3	4	1	6	9	7
ENSG00000149243	KLHL35	protein_coding	Kelch-like protein 35	chr11	75422394	75433203	-	13	13	17	17	8	11
ENSG00000132570	PCBD2	protein_coding	Pterin-4-alpha-carbinolamine dehydratase 2	chr5	134905120	135007959	+	128	106	78	111	108	67
ENSG00000256591	ENSG00000256591	protein_coding	Succinate dehydrogenase assembly factor 2	chr11	61429220	61485822	+	34	33	22	28	19	36
ENSG00000165630	PRPF18	protein_coding	Pre-mRNA-splicing factor 18	chr10	13586939	13668445	+	397	467	257	453	516	238
ENSG00000197857	ZNF44	protein_coding	Zinc finger protein 44	chr19	12224686	12294883	-	110	165	85	122	156	50
ENSG00000291028	LINC00933	lncRNA		chr15	84570649	84580175	+	1	2	1	4	4	1
ENSG00000132623	ANKEF1	protein_coding	Ankyrin repeat and EF-hand domain-containing protein 1	chr20	9986126	10058303	+	87	84	46	121	152	55
ENSG00000288880	ENSG00000288880	lncRNA		chr1	150629814	150635733	+	10	9	7	14	7	11
ENSG00000023318	ERP44	protein_coding	Endoplasmic reticulum resident protein 44	chr9	99979185	100099052	-	335	370	279	366	408	272
ENSG00000224713	ENSG00000224713	lncRNA		chr12	57612118	57619638	-	1	5	1	1	0	3
ENSG00000227496	ENSG00000227496	lncRNA		chr1	225700264	225752258	+	4	9	5	0	0	0
ENSG00000125459	MSTO1	protein_coding	Protein misato homolog 1	chr1	155563235	155614951	+	36	33	44	34	21	70
ENSG00000124201	ZNFX1	protein_coding	NFX1-type zinc finger-containing protein 1	chr20	49237946	49278426	-	1610	1148	1817	1338	1287	1616
ENSG00000133561	GIMAP6	protein_coding	GTPase IMAP family member 6	chr7	150625375	150632648	-	221	172	270	377	363	514
ENSG00000161267	BDH1	protein_coding	D-beta-hydroxybutyrate dehydrogenase	chr3	197509783	197573323	-	126	81	101	109	99	159
ENSG00000165568	AKR1E2	protein_coding	1	chr10	4786629	4848062	+	58	48	60	51	53	70
ENSG00000008838	MED24	protein_coding	Mediator of RNA polymerase II transcription subunit 24	chr17	40019097	40061215	-	505	405	675	527	424	948
ENSG00000146463	ZMYM4	protein_coding	Zinc finger MYM-type protein 4	chr1	35268709	35422058	+	598	654	452	672	727	291
ENSG00000211451	GNRHR2	transcribed_unitary_pseudogene	Putative gonadotropin-releasing hormone II receptor	chr1	145919013	145925341	+	2	2	4	1	1	3
ENSG00000289840	ENSG00000289840	lncRNA		chr14	104134783	104137024	-	1	0	1	1	1	3
ENSG00000163156	SCNM1	protein_coding	Sodium channel modifier 1	chr1	151156664	151170296	+	134	109	171	125	106	125
ENSG00000233752	RPL21P36	processed_pseudogene		chr2	36299388	36299830	-	2	1	2	1	1	4
ENSG00000212257	RNU6-1176P	snRNA		chr1	65022968	65023074	-	1	2	0	3	6	0
ENSG00000275041	Metazoa_SRP	misc_RNA		chr8	100897853	100898136	-	1	0	2	0	0	0
ENSG00000102384	CENPI	protein_coding	Centromere protein I	chrX	101098188	101166126	+	84	85	38	55	41	9
ENSG00000201372	RNU6-1251P	snRNA		chr20	43473013	43473119	+	6	3	1	8	4	5
ENSG00000101448	EPPIN	protein_coding	Eppin	chr20	45540626	45547752	-	1	7	1	0	0	0
ENSG00000198551	ZNF627	protein_coding	Zinc finger protein 627	chr19	11559374	11619161	+	126	142	89	112	123	66
ENSG00000084463	WBP11	protein_coding	WW domain-binding protein 11	chr12	14784582	14803486	-	458	387	423	472	443	327
ENSG00000162461	SLC25A34	protein_coding	Solute carrier family 25 member 34	chr1	15736258	15741392	+	10	10	14	12	6	38
ENSG00000237859	EEF1A1P31	unprocessed_pseudogene		chrX	154908885	154919103	-	3	2	1	4	3	0
ENSG00000206838	SNORA5A	snoRNA		chr7	45104349	45104482	-	10	6	10	4	7	20
ENSG00000167858	TEKT1	protein_coding	Tektin-1	chr17	6789133	6831761	-	90	218	106	77	46	36
ENSG00000213891	RPL3P6	processed_pseudogene		chr5	61390668	61391871	-	3	1	1	2	2	1
ENSG00000227962	ENSG00000227962	processed_pseudogene		chr1	235336806	235337087	+	2	2	0	1	3	0
ENSG00000263293	EFCAB13-DT	lncRNA		chr17	47303460	47323901	-	3	2	1	1	1	3
ENSG00000244482	LILRA6	protein_coding	Leukocyte immunoglobulin-like receptor subfamily A member 6	chr19	54236592	54242791	-	77	64	91	67	63	89
ENSG00000276772	ENSG00000276772	lncRNA		chr15	57553955	57555680	+	7	9	8	14	11	8
ENSG00000167191	GPRC5B	protein_coding	G-protein coupled receptor family C group 5 member B	chr16	19856691	19886167	-	92	123	112	324	301	436
ENSG00000237471	ENSG00000237471	lncRNA		chr7	45940449	45986472	+	3	4	4	1	1	0
ENSG00000237402	CAMTA1-IT1	lncRNA		chr1	7368942	7370270	+	1	3	0	0	0	0
ENSG00000286913	ENSG00000286913	lncRNA		chr3	159711852	159731646	-	6	4	4	3	3	1
ENSG00000136425	CIB2	protein_coding	Calcium and integrin-binding family member 2	chr15	78104606	78131535	-	14	25	31	32	25	38
ENSG00000137968	SLC44A5	protein_coding	Choline transporter-like protein 5	chr1	75202129	75611114	-	24	22	10	3	3	0
ENSG00000134597	RBMX2	protein_coding	RNA-binding motif protein	chrX	130401987	130413656	+	136	138	115	157	167	61
ENSG00000254088	SLC2A3P4	processed_pseudogene		chr8	86503591	86505061	+	0	0	0	1	2	3
ENSG00000130600	H19	lncRNA		chr11	1995166	2001470	-	257	383	525	436	639	697
ENSG00000253676	TAGLN2P1	processed_pseudogene		chr8	106697427	106698013	-	2	6	6	4	2	7
ENSG00000276934	ENSG00000276934	lncRNA		chr18	74504766	74505248	+	6	9	6	7	4	1
ENSG00000107821	KAZALD1	protein_coding	Kazal-type serine protease inhibitor domain-containing protein 1	chr10	101061989	101068131	+	27	25	24	17	25	44
ENSG00000168904	LRRC28	protein_coding	Leucine-rich repeat-containing protein 28	chr15	99251362	99390729	+	50	61	62	86	77	70
ENSG00000172731	LRRC20	protein_coding	Leucine-rich repeat-containing protein 20	chr10	70298970	70382650	-	168	124	220	99	92	178
ENSG00000206875	RNU6-761P	snRNA		chr6	42018408	42018514	-	1	0	0	2	0	3
ENSG00000231541	RPS6P2	processed_pseudogene		chr2	179001756	179002760	+	0	2	1	1	4	3
ENSG00000112146	FBXO9	protein_coding	F-box only protein 9	chr6	53051991	53100873	+	376	311	306	361	354	241
ENSG00000291046	ENSG00000291046	lncRNA		chr13	21298115	21353228	+	28	33	22	34	32	30
ENSG00000105607	GCDH	protein_coding	Glutaryl-CoA dehydrogenase	chr19	12891160	12914207	+	128	91	160	97	107	210
ENSG00000184343	SRPK3	protein_coding	SRSF protein kinase 3	chrX	153776412	153785732	+	0	0	4	1	1	1
ENSG00000181408	UTS2R	protein_coding	Urotensin-2 receptor	chr17	82371765	82377458	+	2	1	4	1	2	1
ENSG00000287418	ENSG00000287418	lncRNA		chr2	189537384	189540417	-	0	1	1	0	2	0
ENSG00000266967	AARSD1	protein_coding	Alanyl-tRNA editing protein Aarsd1	chr17	42950526	42964498	-	20	17	19	9	11	27
ENSG00000121005	CRISPLD1	protein_coding	Cysteine-rich secretory protein LCCL domain-containing 1	chr8	74984505	75034558	+	18	25	17	18	14	16
ENSG00000201161	RN7SKP10	misc_RNA		chr13	109915096	109915420	+	2	0	2	1	0	1
ENSG00000229390	MICD	unprocessed_pseudogene		chr6	29970801	29972464	-	17	23	7	27	36	20
ENSG00000245522	LINC02709	lncRNA		chr11	9754770	9759533	-	11	7	5	2	7	3
ENSG00000081148	IMPG2	protein_coding	Interphotoreceptor matrix proteoglycan 2	chr3	101222546	101320575	-	6	6	5	7	12	0
ENSG00000171262	FAM98B	protein_coding	Protein FAM98B	chr15	38454127	38487710	+	135	163	107	140	154	57
ENSG00000136463	TACO1	protein_coding	Translational activator of cytochrome c oxidase 1	chr17	63600882	63608365	+	35	27	35	32	27	50
ENSG00000254106	LINC01848	lncRNA		chr5	109883182	109884751	+	3	2	1	1	0	0
ENSG00000170385	SLC30A1	protein_coding	Proton-coupled zinc antiporter SLC30A1	chr1	211571568	211579161	-	219	316	201	272	284	183
ENSG00000079313	REXO1	protein_coding	RNA exonuclease 1 homolog	chr19	1815248	1848483	-	372	224	476	284	264	671
ENSG00000253132	IGHV3-62	IG_V_pseudogene		chr14	106643142	106643585	-	1	0	2	3	3	4
ENSG00000198399	ITSN2	protein_coding	Intersectin-2	chr2	24202864	24360536	-	762	715	625	758	903	661
ENSG00000287067	ENSG00000287067	transcribed_processed_pseudogene		chr5	137755740	137760740	-	1	8	1	6	2	1
ENSG00000224781	EIF4A2P4	processed_pseudogene		chrX	52832704	52833899	-	1	1	2	1	3	0
ENSG00000145244	CORIN	protein_coding	Atrial natriuretic peptide-converting enzyme	chr4	47593999	47838106	-	10	10	13	13	16	18
ENSG00000242607	RPS3AP34	processed_pseudogene		chr8	12570350	12571130	-	6	10	1	9	10	0
ENSG00000126903	SLC10A3	protein_coding	P3 protein	chrX	154487306	154490690	-	99	91	157	111	104	240
ENSG00000142623	PADI1	protein_coding	Protein-arginine deiminase type-1	chr1	17205128	17246007	+	29	33	34	3	2	9
ENSG00000232392	GOT2P7	processed_pseudogene		chrX	11334233	11335901	-	10	20	8	25	21	7
ENSG00000227934	ENSG00000227934	processed_pseudogene		chr1	231021611	231022183	+	2	0	1	0	1	3
ENSG00000196859	KRT39	protein_coding	Keratin	chr17	40958417	40966948	-	3	4	4	0	0	0
ENSG00000184602	SNN	protein_coding	Stannin	chr16	11668455	11679152	+	235	178	298	245	264	469
ENSG00000108953	YWHAE	protein_coding	14-3-3 protein epsilon	chr17	1344275	1400222	-	674	706	681	775	741	590
ENSG00000173930	SLCO4C1	protein_coding	Solute carrier organic anion transporter family member 4C1	chr5	102233986	102296284	-	52	42	25	89	126	78
ENSG00000155252	PI4K2A	protein_coding	Phosphatidylinositol 4-kinase type 2-alpha	chr10	97640671	97676434	+	333	208	359	253	217	430
ENSG00000252021	Y_RNA	misc_RNA		chr20	45004348	45004454	+	0	3	5	0	1	0
ENSG00000248671	ALG1L9P	lncRNA		chr11	71673885	71813859	-	6	12	10	10	6	5
ENSG00000154479	CFAP210	protein_coding	Cilia- and flagella- associated protein 210	chr2	169645425	169694405	-	11	40	14	20	19	0
ENSG00000272438	ENSG00000272438	lncRNA		chr1	904834	915976	+	3	1	2	0	1	0
ENSG00000115275	MOGS	protein_coding	Mannosyl-oligosaccharide glucosidase	chr2	74461057	74465410	-	306	196	417	248	240	704
ENSG00000250948	ENSG00000250948	lncRNA		chr17	49375380	49380094	+	3	4	1	2	1	1
ENSG00000144597	EAF1	protein_coding	ELL-associated factor 1	chr3	15427598	15450635	+	508	392	439	355	365	360
ENSG00000234235	BOK-AS1	lncRNA		chr2	241544403	241558977	-	3	2	2	8	4	1
ENSG00000289511	ENSG00000289511	lncRNA		chr21	46667379	46669249	+	5	5	4	5	3	3
ENSG00000276015	ENSG00000276015	misc_RNA		chr11	2697851	2698076	+	2	2	1	3	2	0
ENSG00000219074	SOD1P1	processed_pseudogene		chr6	53196720	53197159	-	3	3	0	0	1	0
ENSG00000170043	TRAPPC1	protein_coding	Trafficking protein particle complex subunit 1	chr17	7930345	7932123	-	135	104	142	136	126	160
ENSG00000288033	ENSG00000288033	lncRNA		chr11	512513	518134	+	6	4	4	1	2	1
ENSG00000281772	ENSG00000281772	TEC		chr2	148062154	148062577	+	0	6	0	3	0	0
ENSG00000104936	DMPK	protein_coding	Myotonin-protein kinase	chr19	45769709	45782552	-	175	172	220	158	135	374
ENSG00000266777	SH3GL1P1	transcribed_processed_pseudogene		chr17	32039974	32042828	+	21	37	17	17	17	19
ENSG00000288597	ENSG00000288597	lncRNA		chrX	103707034	103919047	-	2	2	2	7	5	0
ENSG00000183172	SMDT1	protein_coding	Essential MCU regulator	chr22	42079691	42084284	+	85	77	97	76	77	93
ENSG00000146425	DYNLT1	protein_coding	Dynein light chain Tctex-type 1	chr6	158636474	158644743	-	142	161	114	130	129	98
ENSG00000253304	TMEM200B	protein_coding	Transmembrane protein 200B	chr1	29119429	29123903	-	21	33	25	37	38	48
ENSG00000114805	PLCH1	protein_coding	1-phosphatidylinositol 4	chr3	155375580	155745071	-	106	206	90	193	206	82
ENSG00000268475	ENSG00000268475	lncRNA		chr19	41425359	41426237	+	5	4	0	1	1	8
ENSG00000278126	ENSG00000278126	lncRNA		chr12	51201684	51202581	-	3	2	8	11	7	3
ENSG00000279006	ENSG00000279006	lncRNA		chr22	25048967	25051966	-	1	2	0	1	0	3
ENSG00000081014	AP4E1	protein_coding	AP-4 complex subunit epsilon-1	chr15	50908672	51005895	+	211	277	132	279	300	90
ENSG00000278768	BACE1-AS	lncRNA		chr11	117288453	117293578	+	150	160	167	137	144	170
ENSG00000110002	VWA5A	protein_coding	von Willebrand factor A domain-containing protein 5A	chr11	124115404	124147721	+	475	443	540	415	409	575
ENSG00000271913	TAGAP-AS1	lncRNA		chr6	158988178	159088114	+	21	25	11	21	18	9
ENSG00000150337	FCGR1A	protein_coding	High affinity immunoglobulin gamma Fc receptor I	chr1	149782671	149791675	+	46	47	35	43	42	20
